title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Digital Content Manager,Insight Global,"Pittsburgh, Allegheny County",60840.81,"Job Description Insight Global is looking for an Associate Digital Content Manager for one of our clients, you'll manage the full content lifecycle across knowledge, learning, and interaction domains. You'll create and maintain multi-format user content that supports accurate, timely client interactions. This includes translating product changes into clear documentation, collaborating cross-functionally to validate and improve content, refining information architecture, and using analytics to d…",https://www.adzuna.com/details/5427419366?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
MDM Developer (Informatica) - INTL India,Insight Global,"Pittsburgh, Allegheny County",128098.69,"Job Description Insight Global is looking for a Developer, to be responsible for creating and maintaining software development lifecycle activities pertaining to the business applications. You will design, code, test, debug, and document existing and new enhancements. Responsibilities: - Works with project managers, business analysts, content specialists, and digital product owners to understand how business requirements and technical specifications will translate to actual work product across …",https://www.adzuna.com/details/5427419351?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineering Manager II, Site Reliability Engineering",Google,"Pittsburgh, Allegheny County",199869.8,"Software Engineering Manager II, Site Reliability Engineering _corporate_fare_ Google _place_ Sunnyvale, CA, USA; Raleigh, NC, USA; 3 more; 2 more Advanced Experience owning outcomes and decision making, solving ambiguous problems and influencing stakeholders; deep expertise in domain. _info_outline_ XApplicants in San Francisco: Qualified applications with arrest or conviction records will be considered for employment in accordance with the San Francisco Fair Chance Ordinance for Employers and…",https://www.adzuna.com/details/5427418086?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineer III, Site Reliability Engineering",Google,"Pittsburgh, Allegheny County",167991.02,"Software Engineer III, Site Reliability Engineering _corporate_fare_ Google _place_ San Francisco, CA, USA; Pittsburgh, PA, USA; 3 more; 2 more Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. _info_outline_ XApplicants in San Francisco: Qualified applications with arrest or conviction records will be considered for employment in accordance with the San Francisco Fair Chance Ordinance for Empl…",https://www.adzuna.com/details/5427418075?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Senior Product Manager, Core Experience",Google,"Pittsburgh, Allegheny County",205758.8,"Senior Product Manager, Core Experience _corporate_fare_ Google _place_ Boulder, CO, USA; Pittsburgh, PA, USA Advanced Experience owning outcomes and decision making, solving ambiguous problems and influencing stakeholders; deep expertise in domain. _info_outline_ XThe application window will be open until at least September 24, 2025. This opportunity will remain online based on business needs which may be before or after the specified date.Note: By applying to this position you will have an op…",https://www.adzuna.com/details/5427418092?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineering Intern, MS, Summer 2026",Google,"Pittsburgh, Allegheny County",89973.93,"Software Engineering Intern, MS, Summer 2026 _corporate_fare_ Google _place_ Mountain View, CA, USA; Atlanta, GA, USA; 29 more; 28 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the candidate's best interest to apply early. The anticipated application window is open until October 31, 2025 , but may close earlier if all available projects are full. Applications submitted after the application window or once role is closed/projec…",https://www.adzuna.com/details/5427418081?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineering Intern, BS, Summer 2026",Google,"Pittsburgh, Allegheny County",89933.78,"Software Engineering Intern, BS, Summer 2026 _corporate_fare_ Google _place_ Mountain View, CA, USA; Atlanta, GA, USA; 29 more; 28 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the candidate's best interest to apply early. The anticipated application window is open until October 31, 2025 , but may close earlier if all available projects are full. Applications submitted after the application window or once role is closed/projec…",https://www.adzuna.com/details/5427418103?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Student Researcher, BS/MS, Winter/Summer 2026",Google,"Pittsburgh, Allegheny County",103777.75,"Student Researcher, BS/MS, Winter/Summer 2026 _corporate_fare_ Google _place_ Mountain View, CA, USA; Ann Arbor, MI, USA; 18 more; 17 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the applicant's best interest to apply early. The anticipated application window is open until July 17, 2026 , but may close earlier if all available projects are full. Applications submitted after the application window or once role is closed/projec…",https://www.adzuna.com/details/5427418108?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineer, Early Career, Campus",Google,"Pittsburgh, Allegheny County",114027.35,"Software Engineer, Early Career, Campus _corporate_fare_ Google _place_ Mountain View, CA, USA; Cambridge, MA, USA; 9 more; 8 more Early Experience completing work as directed, and collaborating with teammates; developing knowledge of relevant concepts and processes. _info_outline_ XThe application window will be open until at least October 17, 2025 . This opportunity will remain online based on business needs which may be before or after specified date. Applicants in the County of Los Angeles:…",https://www.adzuna.com/details/5427418089?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Student Researcher, BS/MS, Fall 2025",Google,"Pittsburgh, Allegheny County",95280.15,"Student Researcher, BS/MS, Fall 2025 _corporate_fare_ Google _place_ Mountain View, CA, USA; Ann Arbor, MI, USA; 18 more; 17 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the applicant's best interest to apply early. The anticipated application window is open until November 21, 2025 , but may close earlier if all available projects are full. Applications submitted after the application window or once role is closed/projects ar…",https://www.adzuna.com/details/5427418105?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Student Researcher, PhD, Fall 2025",Google,"Pittsburgh, Allegheny County",110156.18,"Student Researcher, PhD, Fall 2025 _corporate_fare_ Google _place_ Mountain View, CA, USA; Ann Arbor, MI, USA; 18 more; 17 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the applicant's best interest to apply early. The anticipated application window is open until November 21, 2025 , but may close earlier if all available projects are full. Applications submitted after the application window or once the role is closed/projects …",https://www.adzuna.com/details/5427418088?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Student Researcher, PhD, Winter/Summer 2026",Google,"Pittsburgh, Allegheny County",119957.16,"Student Researcher, PhD, Winter/Summer 2026 _corporate_fare_ Google _place_ Mountain View, CA, USA; Ann Arbor, MI, USA; 18 more; 17 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the applicant's best interest to apply early. The anticipated application window is open until July 17, 2026 , but may close earlier if all available projects are full. Applications submitted after the application window or once the role is closed/proj…",https://www.adzuna.com/details/5427418082?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Security Engineering Intern, BS/MS, Summer 2026",Google,"Pittsburgh, Allegheny County",75774.09,"Security Engineering Intern, BS/MS, Summer 2026 _corporate_fare_ Google _place_ Mountain View, CA, USA; Ann Arbor, MI, USA; 30 more; 29 more _bar_chart_ Intern & Apprentice _info_outline_ X Please complete your application before October 31st, 2025. Applications will be reviewed on a rolling basis and it's in a candidate's best interest to apply early. Timing on when you can hear back will vary and can take upwards of 90 days. If you haven't heard from us in three months about your application,…",https://www.adzuna.com/details/5427418101?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Senior Software Engineer, Site Reliability Engineering",Google,"Pittsburgh, Allegheny County",170279.19,"Senior Software Engineer, Site Reliability Engineering _corporate_fare_ Google _place_ Durham, NC, USA; Raleigh, NC, USA; 3 more; 2 more Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. _info_outline_ XNote: By applying to this position you will have an opportunity to share your preferred working location from the following: Durham, NC, USA; Raleigh, NC, USA; Pittsburgh, PA, USA; Sunnyvale, CA…",https://www.adzuna.com/details/5427418079?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineering Intern, PhD, Summer 2026",Google,"Pittsburgh, Allegheny County",104162.16,"Software Engineering Intern, PhD, Summer 2026 _corporate_fare_ Google _place_ Mountain View, CA, USA; Atlanta, GA, USA; 29 more; 28 more _bar_chart_ Intern & Apprentice _info_outline_ X Applications will be reviewed on a rolling basis and it's in the candidate's best interest to apply early. The anticipated application window is open until February 27, 2026 , but may close earlier if all available projects are full. Applications submitted after the application window or once role is closed/proj…",https://www.adzuna.com/details/5427418093?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Manager - Forensic Analytics-Anti-Money Laundering,Deloitte,"Pittsburgh, Allegheny County",121808.11,"Manager, Anti-Money Laundering Analytics About Deloitte Regulatory, Risk & ForensicOur Deloitte Regulatory, Risk & Forensic team helps client leaders translate multifaceted risk and an evolving regulatory environment into defensible actions that strengthen, protect, and transform their organizations. Join our team and use advanced data, AI, and emerging technologies with industry insights to help clients bring clarity from complexity and accelerate their path to value creation. Work you'll do E…",https://www.adzuna.com/details/5427416459?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Research Associate (Kangas Lab) - CBD - School of Computer Science,Carnegie Mellon University,"Pittsburgh, Allegheny County",116953.96,"Carnegie Mellon University is a private, global research university that challenges the curious and hardworking to deliver work that matters. Our extraordinary institution has distinctive areas of excellence and a culture marked by ambition and a deep, practical engagement with challenges facing society. We continue to produce talented alumni and draw faculty and staff eager to be a part of the university's creative, dedicated and close-knit community. We place emphasis on practical problem sol…",https://www.adzuna.com/details/5427415246?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Building Automation Design Engineering Intern - Summer,Carrier,"Pittsburgh, Allegheny County",65125.85,"Automated Logic is a total energy solutions provider. For more than 30 years, we have been dedicated to designing easy-to-use building automation systems that provide the highest possible energy efficiency, while ensuring occupant comfort. Through our global team of company branches and independently owned dealers, we offer industry-leading technology with local, on-the-ground service that is hard to beat. Automated Logic is a business within Carrier Global Corporation. Carrier Global Corporati…",https://www.adzuna.com/details/5427414817?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Industry X - Engineering Digitization & PLM - Teamcenter Architect,Accenture,"Pittsburgh, Allegheny County",321824.53,"We are Industry X: We embed innovation, intelligence, and sustainability in the way the world makes things and the things it makes. Industry X enables leaders to act quickly and confidently as they pivot to the future. We define Industry X as digital reinvention of manufacturing / engineering and believe that smart, sustainable, connected digital products and assets are about to create hyper-personalized industrial experiences, completely new levels of operational efficiency, transparency and t…",https://www.adzuna.com/details/5427412274?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Vice President, DotNet Developer",BNY Mellon,"Millvale, Allegheny County",141302.7,"Description Vice President, System Specialist and App Delivery At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities wo…",https://www.adzuna.com/details/5427104151?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Vice President, Java Full-Stack Engineer I",BNY,"Bloomfield, Allegheny County",183899.86,"Vice President, Full-Stack Engineer I At BNY, our culture empowers you to grow and succeed. As a leading global financial services company at the center of the world’s financial system we touch nearly 20% of the world’s investible assets. Every day around the globe, our 50,000 employees bring the power of their perspective to the table to create solutions with our clients that benefit businesses, communities and people everywhere. We continue to be a leader in the industry, awarded as a top hom…",https://www.adzuna.com/land/ad/5426200246?se=si1hBWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=58F79B1FC6B3B33E46E785B7988BC31FCFF17D0F,N/A,15-1252,Software Developer,[]
Internship Program 2026,Near Earth Autonomy,"Pittsburgh, Allegheny County",58177.19,"Job Description Job Description The Internship Position Near Earth Autonomy is looking for passionate interns to help develop autonomy systems for aerial vehicles. As an intern, you will work side by side with our engineering teams on the latest technology. Prepare systems for flight, run tests, analyze data, and present results. Design and develop software or electromechanical systems that will be used on an autonomous vehicle. Come out to our test airport in Pittsburgh to see your work take f…",https://www.adzuna.com/details/5425858020?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Data Scientist,Maximus,"Oakland, Allegheny County",108245.63,"Description & Requirements We now have an exciting opportunity for a Senior Data Scientist to join the Maximus AI Accelerator supporting the enterprise at large. We are looking for an accomplished hands-on individual contributor and team player to be a part of the AI Accelerator team. You will be responsible for architecting and optimizing scalable, secure AI systems and integrating AI models in production using MLOps best practices, ensuring systems are resilient, compliant, and efficient. Thi…",https://www.adzuna.com/details/5425009895?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Release Manager - Local to Pittsburgh, Phoenix, Cleveland, Birmingham, or Dallas","CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",132247.81,"Release Manager - Local to Pittsburgh, Phoenix, Cleveland, Birmingham, or Dallas Category: Business Analysis (functional and technical) Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-2071 Employment Type: Full Time Position Description: This role is located at our client site in either Pittsburgh PA, Phoenix, AZ, Cleveland, OH, Birmingham, AL, Dallas, TX. CGI is seeking a Release Manager, that will play a pivotal role in orchestrating the end-to-end release lifecycle …",https://www.adzuna.com/details/5424953839?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Director of Solutions Consulting,Pegasystems,"Pittsburgh, Allegheny County",155000.16,Director of Solutions Consulting Job Category: Pre-Sales Consulting Location: US - New Hampshire - Remote | US - New Jersey - Remote | US - Connecticut - Remote | US - Massachusetts - Remote | US - Georgia - Remote | US - North Carolina - Remote | US - Pennsylvania - Remote | US - Virginia - Remote | US - Florida - Remote | US - Maryland - Remote | US - Ohio - Remote | US - South Carolina - Remote | US - Vermont - Remote | US - New York - Remote Meet Our Team: As a Director of Solutions Consult…,https://www.adzuna.com/details/5424953541?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Oracle Services - Oracle HCM Implementation Consulting - Senior,EY,"Pittsburgh, Allegheny County",161789.6,"Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. The opportunity EY's Oracle Services practice is a national consulting practice that assists in planning, pursuing, delivering, and managing large, complex full lifecycle initiatives. We also provide our clients with experience in leadin…",https://www.adzuna.com/details/5424953584?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['go']
Enterprise Engineer Sr,PNC,"Pittsburgh, Allegheny County",121390.98,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As an Enterprise Engineer Sr within PNC's Remote Network enterprise infrastructure organization, you will be based in Pittsburg…",https://www.adzuna.com/details/5424950507?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Data Engineer Senior - Data Products Organization (Hadoop, Spark 3, Python, Kafka)",PNC,"Pittsburgh, Allegheny County",119141.42,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Data Engineer Senior within PNC's Data Products Organization, you will be based in Pittsburgh-PA, Cleveland-OH, Birmingham…",https://www.adzuna.com/details/5424950068?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineering Mgr,PNC,"Pittsburgh, Allegheny County",113820.49,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineering Manager within PNC's Lending Technology organization. You will be based either in Pittsburgh, PA or S…",https://www.adzuna.com/details/5424949844?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Lead Software Engineer - Java / Angular / SQL,PNC,"Pittsburgh, Allegheny County",90621.07,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's Lending Technology organization, you will be based in Pittsburgh, PA, Strongsville, OH…",https://www.adzuna.com/details/5424949874?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior UiPath Developer - INTL - MEX 74947e10,Insight Global,"Pittsburgh, Allegheny County",131750.56,"Job Description Insight Global is seeking a skilled and motivated UiPath Developer to join our RPA Development Team. This role will focus on designing, developing, and deploying automation solutions using the UiPath platform to streamline business processes and enhance operational efficiency. You will collaborate closely with business stakeholders and technical teams to identify automation opportunities and deliver scalable, high-impact RPA solutions. We are a company committed to creating dive…",https://www.adzuna.com/details/5424940762?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Summer 2026 Associate Product Owner Undergraduate Intern,Highmark Health,"Pittsburgh, Allegheny County",54190.29,"Company : enGen Job Description : Applicants must be authorized to work in the U.S. independently. At this time, we do not offer visa sponsorship for this role. SUMMARY OF JOB RESPONSIBILITIES This job has the goal of providing the opportunity to acquire practical experience through direct exposure to the related business line(s) and to develop the next generation of diverse business professionals. To that end, the program will provide hands-on training and experience in the business line, expo…",https://www.adzuna.com/details/5424939538?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Physical AI & Robotics Specialist Master,Deloitte,"Pittsburgh, Allegheny County",135775.11,"Join our AI & Engineering team in transforming technology platforms, driving innovation, and helping make a significant impact on our clients' success. You'll work alongside talented professionals reimagining and re-engineering operations and processes that are critical to businesses. Your contributions can help clients improve financial performance, accelerate new digital ventures, and fuel growth through innovation. AI & Engineering leverages cutting-edge engineering capabilities to build, de…",https://www.adzuna.com/details/5424934517?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Amazon Connect Lead Technical Architect,Deloitte,"Pittsburgh, Allegheny County",141792.05,"Our Deloitte Sales & Service team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data scientists, operators, c…",https://www.adzuna.com/details/5424934230?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Distribution Designer,Actalent,"Pittsburgh, Allegheny County",76925.32,"Job Title: Distribution Designer Job Description As a Distribution Designer, you will be responsible for developing design and construction work packages for electrical overhead distribution systems. You will review work provided by clients and assess scope requirements, conduct field work involving photos and measurements of specific sites or circuits, and create designs using the Open Utilities CAD system. Your role will involve performing energy analysis to ensure material selection meets si…",https://www.adzuna.com/details/5424926058?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineering Mgr,PNC Bank,"Pittsburgh, Allegheny County",118462.5,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineering Manager within PNC’s Lending Technology organization. You will be based either in Pittsburgh, PA or S…",https://www.adzuna.com/details/5424490914?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Staff Software Engineer - Vehicle Data Management,Aurora Innovation,"Pittsburgh, Allegheny County",222000.0,"Aurora hires talented people with diverse backgrounds who are ready to help build a transportation ecosystem that will make our roads safer, get crucial goods where they need to go, and make mobility more efficient and accessible for all. We’re searching for a Staff Software Engineer to join Aurora’s Vehicle Data Management team. The Vehicle Data Management Team is responsible for offloading, ingesting and scaling data through various pipelines, including autonomy sensor data, vehicle logs, sim…",https://www.adzuna.com/details/5424451628?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['go']
"Vice President, C++ Full Stack Engineer",BNY Mellon,"Pittsburgh, Allegheny County",155189.33,"Description Vice President, C++ Full Stack Engineer At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Re…",https://www.adzuna.com/details/5424381318?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Associate, Paralegal II- US Asset Servicing",BNY Mellon,"Millvale, Allegheny County",63500.0,"Description At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innova…",https://www.adzuna.com/details/5424288048?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Vice President, Scrum Leader",bny mellon,"Pittsburgh, Allegheny County",113920.95,"Description Vice President, Scrum Leader At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as…",https://www.adzuna.com/details/5423743170?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer II (Data Services Team) - IDELIC,Innovation Works,"Pittsburgh, Allegheny County",97762.59,"ABOUT IDELIC Idelic uses cutting-edge technology and beautifully designed interfaces to help predict and prevent trucking accidents and reduce driver turnover to ensure drivers get home safely each and every night. Our SaaS solutions are radically transforming the way in which the transportation industry manages safety through advanced Machine Learning (ML) and our driver management platform. We believe that people do their best work while part of a culture that fosters inclusion, innovation, p…",https://www.adzuna.com/details/5423727275?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['machine learning']
Software Engineer (Contract),Two95 International Inc.,"Pittsburgh, Allegheny County",95649.69,"Title: Software Engineer Duration: 6 Months Contract Location: Pittsburgh, PA Rate: $Open Requirements EXPERIENCE 5 years’ experience in all areas of application development including at least five years building commercial grade applications. · Advanced knowledge and experience with n-tier, enterprise-scalable, distributed application environments. · Experience with source code version control and the coordination/synchronization of multiple active branches. · Experience incorporating third pa…",https://www.adzuna.com/details/5422662235?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer (Contract),Two95 International Inc.,"Pittsburgh, Allegheny County",93295.51,"Hi , Please find the full job description below and reply with your updated resume if you are interested Position – Software Engineer Type– Contract (6 Months) Location – Pittsburgh, PA Rate- $ Open Job description EXPERIENCE 5 years’ experience in all areas of application development including at least five years building commercial grade applications. Advanced knowledge and experience with n-tier, enterprise-scalable, distributed application environments. Experience with source code version c…",https://www.adzuna.com/details/5422662212?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
E-Commerce Technical Architect - Fulltime,Two95 International Inc.,"Pittsburgh, Allegheny County",129161.26,"Title: E-Commerce Technical Architect Location: Pittsburgh, PA Position: Fulltime Salary: $Market Requirements Job Responsibilities: Technical subject matter expert in the digital commerce domain. Define and implement technical designs to support high traffic eCommerce websites. Architect overall technical design for enterprise level applications and document the details in technical design document then engage with team of developers to build and implement the solution. Able to work independen…",https://www.adzuna.com/details/5422662139?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Data Engineer,Two95 International Inc.,"Pittsburgh, Allegheny County",94154.29,"Title: Data Engineer Location: Pittsburgh, PA Type: 6 months (contract to hire) RATE : open Requirements 5 years of developing software using object-oriented or functional language experience 5 years of SQL 3 years working with open source Big Data technology stacks (Apache Nifi, Spark, Kafka, HBase, Hadoop/HDFS, Hive, Drill, Pig, etc.) or commercial open source Big Data technology stacks (Hortonworks, Cloudera, etc.) 3 years with document databases (e.g. MongoDB, Accumulo, etc.) 3 years of exp…",https://www.adzuna.com/details/5422662201?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,"['big data', 'mongodb', 'sql']"
"Python Developer - Pittsburgh, PA",Two95 International Inc.,"Pittsburgh, Allegheny County",85956.45,"Title: Python Developer Location: Pittsburgh, PA Position: Contract Description:- Must have 7 years relevant experience developing software in multiple versions of Python Must have a strong working knowledge of tools and libraries available for the Linux operating system Experience with Team Foundation Server Design, develop, document, test and debug new and existing software systems and/or applications for internal use Design, develop, document, test and debug new API integrations to create en…",https://www.adzuna.com/details/5422661938?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,"['linux', 'python']"
Salesforce Technical Architect,Maximus,"Oakland, Allegheny County",128272.4,"Description & Requirements We are seeking a Certified Salesforce Technical Architect with expertise in Health Cloud and Federal environments to design and implement scalable, secure solutions for government clients. The role involves leading technical teams, ensuring compliance with FedRAMP, FISMA, and HIPAA, and collaborating with stakeholders to deliver robust solutions. Per VES contract requirements, staff working on the VES project must be U.S. citizens or legal Residents (green card holder…",https://www.adzuna.com/details/5422659854?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Sr. Software QA Engineer,Maximus,"Oakland, Allegheny County",98923.57,"Description & Requirements Maximus is seeking a Sr Test Engineer to effectively execute against the established test approach through the creation, review, execution of test cases as well as the discovery of code, configuration, infrastructure related flaws / defects with an objective to ensure quality for the software quality product. Because of contractual stipulations, candidates must be a US Citizen or G.C. Holder. Essential Duties and Responsibilities: - Perform analysis and review of syst…",https://www.adzuna.com/details/5422659577?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
ServiceNow Implementation Engineer,"CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",142370.62,"ServiceNow Implementation Engineer Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Alternate Location(s): United States, Ohio, Cleveland Position ID: J0925-2067 Employment Type: Full Time Position Description: Join our dynamic ServiceNow practice as an Implementation Engineer and become part of a team that's transforming how organizations leverage the power of digital workflows. This role offers a unique opportunity to work across multiple Serv…",https://www.adzuna.com/details/5422633780?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineer Lead ((MongoDB, Oracle, Java)",PNC,"Pittsburgh, Allegheny County",85461.37,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's Technology organization, you will be based in Pittsburgh, PA, Cleveland, OH, Birmingha…",https://www.adzuna.com/details/5422631010?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Lead - .Net/ASP/MVC/Blazor,PNC,"Pittsburgh, Allegheny County",84682.2,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's Asset Management Group organization, you will be based in Pittsburgh, PA, Strongsville…",https://www.adzuna.com/details/5422630997?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Software Engineering Manager II, Infrastructure, Google Cloud",Google,"Pittsburgh, Allegheny County",176339.4,"Software Engineering Manager II, Infrastructure, Google Cloud _corporate_fare_ Google _place_ Pittsburgh, PA, USA Advanced Experience owning outcomes and decision making, solving ambiguous problems and influencing stakeholders; deep expertise in domain. Minimum qualifications:  Bachelor's degree, or equivalent practical experience.  8 years of experience in software development.  3 years of experience with developing large-scale infrastructure, distributed systems or networks, or experience wit…",https://www.adzuna.com/details/5422622553?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['google cloud']
