title,occupation_code,occupation_family,occupation_family_id,state,state_code,description,skills,technology_skills,education_level,salary_median,job_growth,work_activities,work_context,knowledge_areas,abilities,work_styles,tasks,tools_used,work_values,pa_cities_mentioned,pa_industries_mentioned,url
Freight Forwarders,43-5011.01,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



44%





 




 responded: 
Bachelor’s degree required



back to top


Worker Characteristics
Abilities

 5 ofAll 18 displayed (Show allShow top 5)


Oral Comprehension — The ability to listen to and understand information and ideas presented through spoken words and sentences",$23.99,,"['Provide detailed port information to importers or exporters.Related occupations', 'Provide shipment status notification to exporters, consignees, or insurers.Related occupations', 'Maintain current knowledge of relevant legislation, political situations, or other factors that could affect freight shipping.Related occupations', 'Analyze shipping routes to determine how to minimize environmental impact.Related occupations', 'Procurement software— Order management softwareRelated occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Developing and Building Teams— Encouraging and building mutual trust, respect, and cooperation among team members.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Manufacturing', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/43-5011.01
Gambling Cage Workers,43-3041.00,Office and Administrative Support,43,Pennsylvania,PA,"In a gambling establishment, conduct financial transactions for patrons. Accept patron's credit application and verify credit references to provide check-cashing authorization or to establish house credit accounts. May reconcile daily summaries of transactions to balance books. May sell gambling chips, tokens, or tickets to patrons, or to other workers for resale to patrons. May convert gambling chips, tokens, or tickets to currency upon patron's request. May use a cash register or computer to record transaction.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$17.78,,"[""Maintain confidentiality of customers' transactions.Related occupations"", 'Maintain cage security.Related occupations', 'Provide assistance in the training and orientation of new cashiers.Related occupations', 'Provide customers with information about casino operations.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Coaching and Developing Others— Identifying the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.Related occupations', 'Developing and Building Teams— Encouraging and building mutual trust, respect, and cooperation among team members.Related occupations', 'Controlling Machines and Processes— Using either control mechanisms or direct physical activity to operate machines or processes (not including computers or vehicles).Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-3041.00
"Hotel, Motel, and Resort Desk Clerks",43-4081.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","Related occupations



Find occupations related to multiple tasks
back to top
Technology Skills

 5 ofAll 11 displayed (Show allShow top 5)



Data base user interface and query software — Incident tracking software; Property management system PMS software  ; Yardi software  
Related occupations





Desktop publishing software — Microsoft Publisher
Related occupations





Electronic mail software — Microsoft Outlook  
Related occupations





Facilities management software — ASI FrontDesk; InnQuest roomMaster; Ramesys Hospitality; Resort Data Processing
Related occupations





Financial analysis software — Delphi Technology
Related occupations





Instant messaging software — Blink
Related occupations





Office suite software — Microsoft Office software  
Related occupations





Presentation software — Microsoft PowerPoint  
Related occupations





Spreadsheet software — Microsoft Excel  
Related occupations





Web page creation and editing software — Facebook  
Related occupations





Word processing software — Microsoft Word  
Related occupations









Hot Technologies are requirements most frequently included across all employer job postings",$16.48,,"['Record guest comments or complaints, referring customers to managers as necessary.Related occupations', 'Clean and maintain lobby and common areas, such as restocking supplies and watering plants.Related occupations', 'Plan, schedule or supervise the work of other employees.Related occupations', 'Data base user interface and query software— Incident tracking software; Property management system PMS software; Yardi softwareRelated occupations', 'Facilities management software— ASI FrontDesk; InnQuest roomMaster; Ramesys Hospitality; Resort Data ProcessingRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/43-4081.00
"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



34%





 




 responded: 
Bachelor’s degree required





27%





 




 responded: 
Associate’s degree required





21%





 




 responded: 
High school diploma or equivalent requiredmore info




back to top


Worker Characteristics
Abilities

 5 ofAll 12 displayed (Show allShow top 5)


Oral Comprehension — The ability to listen to and understand information and ideas presented through spoken words and sentences",$23.77,,"[""Provide assistance in administering employee benefit programs and worker's compensation plans.Related occupations"", 'Examine employee files to answer inquiries and provide information for personnel actions.Related occupations', 'Computer based training software— Blackboard Learn; Blackboard Learning System; Learning management system LMSRelated occupations', 'Document management software— Document management system software; Microsoft SharePointRelated occupations', 'Human resources software— Human resource management software HRMS; Oracle Self-Service Human Resources; Oracle Taleo; Workscape HR Service Center;10 moreRelated occupations', 'Process mapping and design software— Microsoft VisioRelated occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-4161.00
"Information and Record Clerks, All Other",43-4199.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go']","SummaryDetails
More

Custom


Custom

Contents





Occupation-Specific Information
Overview

Experience Requirements
Training & Credentials 


Workforce Characteristics
Wages & EmploymentJob Openings
More Information
Professional Associations 






Experience Requirements
Training & Credentials
 State training



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



Local training


ZIP Code

Go



Certifications


    Find certifications nationwide
    



back to top


Workforce Characteristics
Wages & Employment Trends
 Median wages (2024)
$23",$23.25,,['Society for Human Resource Managementexternal site'],[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology']",https://www.onetonline.org/link/summary/43-4199.00
Insurance Claims and Policy Processing Clerks,43-9041.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$23.29,,"['Provide customer service, such as limited instructions on proceeding with claims or referrals to auto repair facilities or local contractors.Related occupations', 'Interview clients and take their calls to provide customer service and obtain information on claims.Related occupations', 'Compose business correspondence for supervisors, managers, and professionals.Related occupations', 'Organize or work with detailed office or warehouse records, maintaining files for each policyholder, including policies that are to be reinstated or cancelled.Related occupations', 'Accounting software— Account management software; Billing softwareRelated occupations', 'Document management software— InSystems Calligo EnterpriseRelated occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Healthcare', 'Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-9041.00
"Interviewers, Except Eligibility and Loan",43-4111.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$21.07,,"[""Ensure payment for services by verifying benefits with the person's insurance provider or working out financing options.Related occupations"", 'Perform office duties, such as telemarketing or customer service inquiries, maintaining staff records, billing patients, or receiving payments.Related occupations', 'Supervise or train other staff members.Related occupations', 'Prepare reports to provide answers in response to specific problems.Related occupations', 'Customer relationship management CRM software— Microsoft DynamicsRelated occupations', 'Project management software— Creative Research Systems The Survey System; Nebu Dub InterViewer; Qualtrics Insight; SaaS SurveyMonkey;1 moreRelated occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-4111.00
Legal Secretaries and Administrative Assistants,43-6012.00,Office and Administrative Support,43,Pennsylvania,PA,"Sample of reported job titles:Confidential Secretary, Legal Administrative Assistant (Legal Admin Assistant), Legal Administrator (Legal Admin), Legal Coordinator, Legal Management Assistant, Legal Office Support Assistant, Legal Practice Assistant, Legal Secretary, Litigation Secretary, Magistrate Assistant",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations



Find occupations related to multiple tasks
back to top
Technology Skills

 5 ofAll 20 displayed (Show allShow top 5)



Accounting software — Billing software; Intuit QuickBooks  ; Sage 50 Accounting; Vertican Technologies Collection Master; 4 more

Related occupations





Analytical or scientific software — Litigation management software
Related occupations





Calendar and scheduling software — Aderant CompuLaw; Appointment scheduling software
Related occupations





Cloud-based data access and sharing software — Dropbox
Related occupations





Data base user interface and query software — Database software; Electronic adjudication management systems EAM; LexisNexis Time Matters; Microsoft Access  ; 1 more

Related occupations





Desktop publishing software
Related occupations





Document management software — AbacusNext HotDocs; Adobe Acrobat  ; Filing system software; Microsoft SharePoint Server
Related occupations





Electronic mail software — Email software; IBM Lotus Notes; Microsoft Outlook  
Related occupations





Expert system software — Legal software
Related occupations





Human resources software — ADP Workforce Now
Related occupations





Information retrieval or search software — Legal research software; LexisNexis; Public access to electronic court records PACER; Thomson Reuters Westlaw
Related occupations





Internet browser software — Web browser software
Related occupations





Office suite software — Microsoft Office software  
Related occupations





Presentation software — Microsoft PowerPoint  
Related occupations





Process mapping and design software — Microsoft Visio  
Related occupations





Project management software — Case management software
Related occupations





Spreadsheet software — Microsoft Excel  
Related occupations





Video conferencing software — Web conferencing software
Related occupations





Web page creation and editing software — Web page design and editing software
Related occupations





Word processing software — Electronic diary software; Microsoft Word  ; Transcription software; WordPerfect
Related occupations









Hot Technologies are requirements most frequently included across all employer job postings",$26.03,,"['Organize and maintain law libraries, documents, and case files.Related occupations', 'Analytical or scientific software— Litigation management softwareRelated occupations', 'Data base user interface and query software— Database software; Electronic adjudication management systems EAM; LexisNexis Time Matters; Microsoft Access;1 moreRelated occupations', 'Document management software— AbacusNext HotDocs; Adobe Acrobat; Filing system software; Microsoft SharePoint ServerRelated occupations', 'Process mapping and design software— Microsoft VisioRelated occupations', 'Project management software— Case management softwareRelated occupations', 'Web page creation and editing software— Web page design and editing softwareRelated occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-6012.00
"Library Assistants, Clerical",43-4121.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['C++', 'R', 'Go', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$17.31,,"['Sort books, publications, and other items according to established procedure and return them to shelves, files, or other designated storage areas.Related occupations', 'Manage reserve materials by placing items on reserve for library patrons, checking items in and out of library, and removing out-of-date items.Related occupations', 'Maintain records of items received, stored, issued, and returned and file catalog cards according to system used.Related occupations', 'Provide assistance to librarians in the maintenance of collections of books, periodicals, magazines, newspapers, and audio-visual and other materials.Related occupations', 'Maintain library equipment, such as photocopiers, scanners, and computers, and instruct patrons in proper use of such equipment.Related occupations', 'Schedule, supervise, and train clerical workers, volunteers, student assistants, and other library employees.Related occupations', 'Operate small branch libraries, under the direction of off-site librarian supervisors.Related occupations', 'Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.Related occupations', 'Operate and maintain audio-visual equipment.Related occupations', 'Design or maintain library web site and online catalogues.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-4121.00
Loan Interviewers and Clerks,43-4131.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



43%





 




 responded: 
High school diploma or equivalent requiredmore info






38%





 




 responded: 
Bachelor’s degree required





12%





 




 responded: 
Post-secondary certificate required



back to top


Worker Characteristics
Abilities

 5 ofAll 16 displayed (Show allShow top 5)


Oral Comprehension — The ability to listen to and understand information and ideas presented through spoken words and sentences",$23.53,,"['File and maintain loan records.Related occupations', 'Customer relationship management CRM software— Loan tracking software; Microsoft DynamicsRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Maintain financial or account records.Related occupations', 'Provide notifications to customers or patrons.Related occupations', 'Complex Problem Solving— Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-4131.00
"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$18.34,,"['Remove containers of sorted mail or parcels and transfer them to designated areas according to established procedures.Related occupations', 'Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.Related occupations', 'Document management software— Adobe AcrobatRelated occupations', 'Controlling Machines and Processes— Using either control mechanisms or direct physical activity to operate machines or processes (not including computers or vehicles).Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Analyze shipping information to make routing decisions.Related occupations', 'Operate computers or computerized equipment.Related occupations', 'Maintain office equipment in proper operating condition.Related occupations', ""Time Management— Managing one's own time and the time of others.Related occupations"", 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/43-9051.00
Medical Secretaries and Administrative Assistants,43-6013.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$21.46,,"['Maintain medical records, technical library, or correspondence files.Related occupations', 'Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.Related occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Developing Objectives and Strategies— Establishing long-range objectives and specifying the strategies and actions to achieve them.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Answer telephones to direct calls or provide information.Related occupations', 'Maintain medical records.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-6013.00
"Meter Readers, Utilities",43-5041.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$23.64,,"['Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Operate vehicles or material-moving equipment.Related occupations', 'Maintain financial or account records.Related occupations', 'In an Enclosed Vehicle or Operate Enclosed Equipment— 83% responded “Every day.”Related occupations', ""Time Management— Managing one's own time and the time of others.Related occupations"", 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations', ""Independence— Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"", 'Achievement/Effort— Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/43-5041.00
New Accounts Clerks,43-4141.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$22.41,,"['Customer relationship management CRM software— IPS-Sendero Relationship Profitability Manager CatalystRelated occupations', 'Document management software— Microsoft SharePointRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Operate office equipment.Related occupations', 'Achievement/Effort— Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations', 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations', ""Independence— Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"", 'Innovation— Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-4141.00
"Office and Administrative Support Workers, All Other",43-9199.00,Office and Administrative Support,43,Pennsylvania,PA,,[],"['R', 'Go']","SummaryDetails
More

Custom


Custom

Contents





Occupation-Specific Information
Overview

Experience Requirements
Training & Credentials 


Workforce Characteristics
Wages & EmploymentJob Openings 






Experience Requirements
Training & Credentials
 State training



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



Local training


ZIP Code

Go



Certifications


    Find certifications nationwide
    



State licenses



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



back to top


Workforce Characteristics
Wages & Employment Trends
 Median wages (2024)
$22",$22.14,,[],[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology']",https://www.onetonline.org/link/summary/43-9199.00
"Office Clerks, General",43-9061.00,Office and Administrative Support,43,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$20.97,,"['Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.Related occupations', 'Maintain and update filing, inventory, mailing, and database systems, either manually or using a computer.Related occupations', 'Complete work schedules, manage calendars, and arrange appointments.Related occupations', ""Customer relationship management CRM software— Blackbaud The Raiser's Edge; Microsoft Dynamics; Salesforce.com Salesforce CRMRelated occupations"", 'Desktop publishing software— Adobe InDesign; Microsoft PublisherRelated occupations', 'Document management software— Adobe Acrobat; Microsoft SharePoint; Records management software; Transcription system software;1 moreRelated occupations', 'Project management software— Mavenlink; Microsoft ProjectRelated occupations', 'Performing Administrative Activities— Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/43-9061.00
